"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLatitude","decimalLongitude","continent","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","county","type","preparations","elevation"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.748135,126.439923,"ASIA","Chungcheongnam-do",2017,4,25,"cdc","https://www.inaturalist.org/observations/5949194","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1914370381","5949194",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.747825,126.439805,"ASIA","Chungcheongnam-do",2017,5,2,"cdc","https://www.inaturalist.org/observations/6042982","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1914370409","6042982",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.346714,129.253287,"ASIA","Busan",2017,5,23,"cdc,cdround","https://www.inaturalist.org/observations/6331246","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1677268781","6331246",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.739772,126.442969,"ASIA","Chungcheongnam-do",2017,6,29,"cdc,cdround","https://www.inaturalist.org/observations/13733659","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1880557463","13733659",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.34654,129.253193,"ASIA","Busan",2017,6,7,"cdc,cdround","https://www.inaturalist.org/observations/6532921","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1677269220","6532921",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.346439,129.25313,"ASIA","Busan",2017,6,9,"cdc,cdround","https://www.inaturalist.org/observations/6568530","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1914370623","6568530",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.346532,129.253024,"ASIA","Busan",2017,6,9,"cdc,cdround","https://www.inaturalist.org/observations/6568552","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1914370622","6568552",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.346928,129.253326,"ASIA","Busan",2017,6,13,"cdc,cdround","https://www.inaturalist.org/observations/6620191","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1571130879","6620191",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.745546,126.443843,"ASIA","Chungcheongnam-do",2017,6,6,"cdc","https://www.inaturalist.org/observations/6702396","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1677269756","6702396",NA,NA,NA,NA,NA
"5fb59b97-5ae7-473a-bb66-c4da8703700f","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",33.501423,130.107789,"ASIA",NA,2017,6,18,"cdc,cdround,osiic",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1912820150",NA,NA,NA,NA,NA,NA
"5fb59b97-5ae7-473a-bb66-c4da8703700f","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",33.506289,130.112725,"ASIA",NA,2017,7,1,"cdc,cdround,osiic",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1912820245",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.501491,127.469661,"ASIA","Gyeonggi-do",2017,8,1,"cdc,cdround","https://www.inaturalist.org/observations/7450115","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1993780615","7450115",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.778801,126.470373,"ASIA","Chungcheongnam-do",2017,9,27,"cdc,cdround","https://www.inaturalist.org/observations/13546920","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1880508244","13546920",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.7478,126.440025,"ASIA","Chungcheongnam-do",2017,9,28,"cdc","https://www.inaturalist.org/observations/13797483","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1880574773","13797483",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.746236,126.442817,"ASIA","Chungcheongnam-do",2017,9,29,"cdc,cdround","https://www.inaturalist.org/observations/13797492","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1883911891","13797492",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.312039,129.239787,"ASIA","Busan",2017,9,28,"cdc,cdround","https://www.inaturalist.org/observations/8149701","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1677277348","8149701",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.489836,127.729949,"ASIA","Chungcheongbuk-do",2017,9,24,"cdc,cdround","https://www.inaturalist.org/observations/9110127","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1802676834","9110127",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.202499,127.71833,"ASIA","Gyeonggi-do",2017,10,3,"cdc,cdround","https://www.inaturalist.org/observations/8248132","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1802636202","8248132",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.687446,127.448943,"ASIA","Chungcheongbuk-do",2016,4,12,"cdc,cdround","https://www.inaturalist.org/observations/189320432","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","4436268952","189320432",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.411738,126.853665,"ASIA","Chungcheongnam-do",2016,4,18,"cdc","https://www.inaturalist.org/observations/2964128","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1914368083","2964128",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.746476,126.458849,"ASIA","Chungcheongnam-do",2016,5,15,"cdc","https://www.inaturalist.org/observations/3178826","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1269559848","3178826",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.975555,126.96611,"ASIA","Jeollabuk-do",2016,6,5,"cdc,cdround","https://www.inaturalist.org/observations/3385914","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2311433102","3385914",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.974067,127.786027,"ASIA","Chungcheongbuk-do",2016,6,4,"cdc","https://www.inaturalist.org/observations/3386417","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1272090497","3386417",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.97531,127.786113,"ASIA","Chungcheongbuk-do",2016,6,4,"cdc","https://www.inaturalist.org/observations/3386418","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1272090465","3386418",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.986946,127.783058,"ASIA","Chungcheongbuk-do",2016,6,14,"cdc,cdround","https://www.inaturalist.org/observations/3455830","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1272112184","3455830",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.798999,128.524225,"ASIA","Daegu",2016,7,17,"cdc,cdround","https://www.inaturalist.org/observations/7686589","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1640063159","7686589",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.746725,126.44473,"ASIA","Chungcheongnam-do",2016,8,21,"cdc","https://www.inaturalist.org/observations/3930973","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1457582243","3930973",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.666323,126.643151,"ASIA","Chungcheongnam-do",2016,9,16,"cdc","https://www.inaturalist.org/observations/4121421","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1677263378","4121421",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.745925,126.44194,"ASIA","Chungcheongnam-do",2016,9,25,"cdc","https://www.inaturalist.org/observations/4198579","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2574214738","4198579",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.4025,129.338333,"ASIA","Ulsan",2016,9,24,"cdc,cdround","https://www.inaturalist.org/observations/4206434","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1323010743","4206434",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.745934,126.444794,"ASIA","Chungcheongnam-do",2016,9,27,"cdc","https://www.inaturalist.org/observations/4213756","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1914368575","4213756",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.747653,126.442734,"ASIA","Chungcheongnam-do",2016,9,30,"cdc","https://www.inaturalist.org/observations/4234618","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1323019353","4234618",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.802331,126.150538,"ASIA","Chungcheongnam-do",2016,10,23,"cdc,cdround","https://www.inaturalist.org/observations/4415627","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1453163138","4415627",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.746295,126.57398,"ASIA","Chungcheongnam-do",2016,10,30,"cdc","https://www.inaturalist.org/observations/4460131","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1914368665","4460131",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.749461,126.441519,"ASIA","Chungcheongnam-do",2016,11,8,"cdc","https://www.inaturalist.org/observations/4515022","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1453202990","4515022",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.778862,126.469422,"ASIA","Chungcheongnam-do",2015,3,30,"cdc","https://www.inaturalist.org/observations/1349455","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1099957960","1349455",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.660355,126.642333,"ASIA","Chungcheongnam-do",2015,4,5,"cdc","https://www.inaturalist.org/observations/4750702","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1453276726","4750702",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.713847,126.694433,"ASIA","Gyeonggi-do",2015,4,11,"cdc,cdround","https://www.inaturalist.org/observations/91532285","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3337719648","91532285",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.956888,127.253094,"ASIA","Jeollabuk-do",2015,5,2,"cdc","https://www.inaturalist.org/observations/2212230","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1914367605","2212230",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.747374,126.444241,"ASIA","Chungcheongnam-do",2015,6,25,"cdc","https://www.inaturalist.org/observations/3684046","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1291127470","3684046",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",38.076548,127.142873,"ASIA","Gyeonggi-do",2015,7,3,"cdc,cdround","https://www.inaturalist.org/observations/106550862","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499668532","106550862",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.188176,127.004013,"ASIA","Jeollanam-do",2015,7,16,"cdc","https://www.inaturalist.org/observations/2584982","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1229924554","2584982",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.741343,126.586039,"ASIA","Chungcheongnam-do",2015,8,12,"cdc","https://www.inaturalist.org/observations/4751388","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1914369845","4751388",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.746175,126.446071,"ASIA","Chungcheongnam-do",2015,9,28,"cdc","https://www.inaturalist.org/observations/2007682","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1677258224","2007682",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.660432,126.642365,"ASIA","Chungcheongnam-do",2015,9,29,"cdc","https://www.inaturalist.org/observations/2010912","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1914367548","2010912",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.74945,126.441962,"ASIA","Chungcheongnam-do",2015,9,18,"cdc","https://www.inaturalist.org/observations/3659833","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2423253078","3659833",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.717628,126.617969,"ASIA","Chungcheongnam-do",2015,10,25,"cdc","https://www.inaturalist.org/observations/2308013","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1677258536","2308013",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.949892,129.28093,"ASIA","Gyeongsangbuk-do",2014,5,3,"cdc","https://www.inaturalist.org/observations/4674628","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1453256776","4674628",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.664125,126.643471,"ASIA","Chungcheongnam-do",2014,5,9,"cdc","https://www.inaturalist.org/observations/4674877","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1453256910","4674877",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.501633,127.28292,"ASIA","Sejong",2014,5,16,"cdc","https://www.inaturalist.org/observations/682104","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","910500447","682104",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.746888,126.444751,"ASIA","Chungcheongnam-do",2014,6,6,"cdc","https://www.inaturalist.org/observations/4681590","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1453259464","4681590",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",37.45919,128.141956,"ASIA","Gangwon-do",2014,6,8,"cdc,cdround","https://www.inaturalist.org/observations/8233823","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1668891244","8233823",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.537127,127.504234,"ASIA","Chungcheongbuk-do",2014,7,13,"cdc","https://www.inaturalist.org/observations/780920","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1065579431","780920",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.713947,126.415708,"ASIA","Chungcheongnam-do",2014,8,4,"cdc","https://www.inaturalist.org/observations/4749087","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1453276359","4749087",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.739288,126.44797,"ASIA","Chungcheongnam-do",2014,8,5,"cdc","https://www.inaturalist.org/observations/4749093","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1914369843","4749093",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.747464,126.443131,"ASIA","Chungcheongnam-do",2014,8,10,"cdc","https://www.inaturalist.org/observations/4749326","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1914369842","4749326",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.745325,126.446028,"ASIA","Chungcheongnam-do",2014,8,10,"cdc","https://www.inaturalist.org/observations/825625","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1457644179","825625",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.671074,126.722145,"ASIA","Chungcheongnam-do",2014,10,26,"cdc","https://www.inaturalist.org/observations/1198440","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1457577308","1198440",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.706601,126.613371,"ASIA","Chungcheongnam-do",2014,10,4,"cdc,cdround","https://www.inaturalist.org/observations/61624070","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2883100757","61624070",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.237611,127.702535,"ASIA","Gyeongsangnam-do",2014,10,8,"cdc,cdround","https://www.inaturalist.org/observations/72517373","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070660589","72517373",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.841851,126.19978,"ASIA","Chungcheongnam-do",2014,11,9,"cdc","https://www.inaturalist.org/observations/4750391","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1453276694","4750391",NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.694244,127.179511,"ASIA",NA,2013,2,20,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001347445",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.64455,127.323856,"ASIA",NA,2013,2,20,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001814374",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.873322,127.477067,"ASIA",NA,2013,2,26,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001879325",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.629994,127.495819,"ASIA",NA,2013,2,28,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001347455",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",33.335889,126.264278,"ASIA",NA,2013,2,1,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001353389",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",33.356194,126.306222,"ASIA",NA,2013,2,1,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001821396",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",33.356611,126.307278,"ASIA",NA,2013,2,1,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001342299",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",33.3195,126.346417,"ASIA",NA,2013,2,1,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001863323",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.857222,127.670833,"ASIA",NA,2013,2,1,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001334303",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.915192,127.922844,"ASIA",NA,2013,2,1,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001346408",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.898019,127.924692,"ASIA",NA,2013,2,1,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001828330",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.887528,127.977306,"ASIA",NA,2013,2,1,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001865486",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.961972,127.750833,"ASIA",NA,2013,2,1,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001350377",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.942472,127.797694,"ASIA",NA,2013,2,1,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001856311",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.781078,127.385797,"ASIA",NA,2013,2,26,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001346421",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.775622,127.456131,"ASIA",NA,2013,2,26,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001334316",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.780503,127.467306,"ASIA",NA,2013,2,26,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001351316",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",36.798897,127.5137,"ASIA",NA,2013,2,25,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001351317",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Rhabdophis tigrinus",35.721794,127.532794,"ASIA",NA,2013,2,28,"cdc,cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001828349",NA,NA,NA,NA,NA,NA
